"ai_id","Gerai Rak","Motor Bak Roda 3","Truk","AC","APAR","CCTV","Internet","Software Kasir","Kasir","Mebel","Pickup 4x4","Printer","Keranjang Belanja","Seragam KDKMP","Pallet","Brankas","Starlink"
"632","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"633","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"634","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"635","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"636","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"637","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"638","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"639","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"640","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"641","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"642","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"643","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"644","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"645","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"646","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"647","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"648","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"649","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"650","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"651","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"652","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"653","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"654","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"655","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"656","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"657","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"658","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"659","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"660","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"661","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"662","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"663","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"664","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"665","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"666","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","TRANSIT","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"667","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","PENGIRIMAN","TRANSIT","TRANSIT","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"668","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"669","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"670","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"671","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"672","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"673","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TRANSIT","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"674","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","PENGIRIMAN","","TRANSIT","TRANSIT","TIBA DILOKASI","TERPASANG/TERKIRIM","TRANSIT","","","",""
"675","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","","",""
"676","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","","",""
"677","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","","",""
"678","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","","",""
"679","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TRANSIT","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","","",""
"680","TERPASANG/TERKIRIM","TIBA DILOKASI","TIBA DILOKASI","TIBA DILOKASI","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","PENGIRIMAN","TERPASANG/TERKIRIM","TERPASANG/TERKIRIM","TIBA DILOKASI","PENGIRIMAN","TRANSIT","","","",""
